Name,Country,Genre,Status
Antartica,France,Black Metal,Active
Antártica,Argentina,Black/Death Metal,Active
Antartica,Colombia,Heavy Metal,Unknown
Antartide,Italy,Progressive Metal,Split-up
Antcorpus,Brazil,Thrash Metal,Active
Ante Christum Natum,Belgium,Heavy Metal,Split-up
Ante Cryst,United Kingdom,Black Metal,Changed name
Ante Lucem,Poland,Black Metal,Split-up
Ante Mortem,Finland,Symphonic Power Metal,Active
Ante Mortem,Germany,Death Metal,Split-up
Antebellum,United States,Thrash Metal/Crossover,Split-up
Antebellum666,United States,Black/Death Metal,Active
Antecantamentum,United States,Symphonic Black Metal,Active
Antecessor,Spain,Thrash Metal,Active
Antechristus,France,Black Metal,Split-up
Antedeum,France,Progressive Heavy/Doom Metal,Changed name
Antediluvian,Turkey,Melodic Death Metal,Changed name
Antediluvian,Canada,Black/Death Metal,Active
Anteis Symphonia,France,Symphonic Black Metal,Active
AnteMortem,Colombia,Black/Thrash Metal,Split-up
Antenor,Argentina,Thrash Metal,Active
Antenora,United States,Deathcore,Active
Anterga,Spain,Power Metal,Active
Anteria,France,Heavy Metal,Split-up
Anterior,United Kingdom,Melodic Death Metal,Split-up
Anternicy,United States,Heavy/Thrash Metal,Active
Antero Sleeps,United States,Doom/Sludge Metal,Active
Anteros,Czech Republic,Thrash Metal,Split-up
Antesser,Russia,Brutal Death Metal/Grindcore,Split-up
Antestor,Norway,"Death/Doom Metal (early), Black Metal (later)",Active
Antévirus,France,Melodic Death Metal/Metalcore,Split-up
The Anthagonist,Spain,Death/Black Metal,Active
Anthagonist,Canada,Death Metal,Split-up
Anthagora,Austria,Death Metal/Grindcore,Split-up
Antharès,Switzerland,Melodic Thrash Metal,Active
Anthares,France,Thrash Metal,Split-up
Anthares,Argentina,Melodic Death/Thrash Metal,Active
Anthares,Brazil,Speed/Thrash Metal,Active
Antharia,Bolivia,Death Metal,Split-up
Antharida,Guatemala,Power Metal,Active
Antharos,Germany,Black Metal,Split-up
Anthea,France,Thrash/Death Metal,Active
Anthelion,Taiwan,Symphonic Black Metal,Active
Anthelion,Italy,Progressive Metal,Split-up
Anthem,Germany,Heavy Metal,Changed name
Anthem,Japan,Heavy Metal,Active
Anthem,Brazil,Death/Black Metal,Split-up
Anthem,Poland,Death Metal,Active
Anthem,United Kingdom,Heavy Metal/Hard Rock/NWOBHM,Split-up
Anthem,Italy,Power Metal,Changed name
Anthem 37,Italy,Metalcore/Death Metal,Split-up
Anthem of Death,Chile,Deathcore,Split-up
Anthemic,Germany,Progressive/Thrash Metal,Split-up
Anthemon,France,Symphonic/Doom Metal,Split-up
Anthems of Gomorrah,United States,"Atmospheric Pagan Black Metal (early), Progressive Black/Death Metal (later)",Split-up
Anthems of Hate,Chile,Melodic Death Metal/Metalcore,Active
Anthems of Steel,Italy,Power Metal,Active
Anthenora,Italy,Heavy/Power Metal,Active
Antheom,Czech Republic,Power/Thrash Metal,Active
AnTheorem,United States,Progressive Metal/Rock,Split-up
Anthësis,France,Black Metal/Noise,Active
Anthesteria,United States,Black Metal,Split-up
Antheus,France,Progressive Heavy Metal,Active
AntHill,Ukraine,Technical Death Metal,Active
Anthirya,Italy,Gothic/Power Metal,Active
Anthologies,Italy,Gothic/Doom Metal,Split-up
Anthology,Slovakia,Melodic Power Metal,Active
Anthony,Finland,Thrash Metal,Split-up
Anthracite,France,Heavy Metal,Split-up
Anthracite,Germany,Death Metal,Active
Anthrax,United States,"Speed/Thrash Metal, Groove Metal",Active
Anthriel,Finland,Progressive Metal,Active
Anthro Halaust,Ukraine,Black Metal,Active
Anthrocite,United Kingdom,Death Metal,Split-up
Anthrofuge,United States,Brutal Death Metal,Unknown
Anthrophagus,Belgium,Death Metal,Active
Anthropia,France,Progressive Metal,Active
Anthropicide,United States,Black Metal,Split-up
Anthropinism,Chile,Death Metal,Split-up
Anthroplague,Canada,Blackened Death Metal,Active
Anthropocene,United States,Blackened Death/Thrash Metal,Active
Anthropoetics,Italy,Black Metal,Split-up
Anthropolatri,Ukraine,Pagan Black Metal,Split-up
Anthropomancy,Netherlands,Black Metal,On hold
Anthropomancy,United Kingdom,Doom/Death Metal,Split-up
Anthropomorphic Soul,Portugal,Avant-garde Death Metal,Active
Anthropophagic Gastralgia,United Kingdom,Death Metal/Goregrind,Active
Anthropophagical Warfare,Brazil,Death Metal,Split-up
Anthropophagus,Canada,Death Metal,Split-up
Anthropophagus,United Kingdom,Black Metal,Active
Anthropophagy,United States,Death Metal/Grindcore,Split-up
Anthropophobe,France,Black Metal,Active
Anthropos,Belgium,Death Metal/Metalcore,Split-up
Anthropoyds,Germany,Heavy Metal,Active
Anthrovore,United States,Death Metal,Active
Anthurium,Croatia,Black Metal,Changed name
Anthy,Mexico,Black/Death/Thrash Metal,Active
Anthyma,Italy,Symphonic/Gothic Metal,Unknown
Anti,Germany,Depressive Black Metal,On hold
Anti,Belarus,Thrash Metal,Split-up
Anti Aeon,France,Black Metal,Active
The Anti Doctrine,Germany,Technical Death/Thrash Metal/Metalcore,Split-up
Anti Dote,Belgium,Thrash Metal,Split-up
Anti Flesh Nimbus,Germany,Melodic Death Metal,Split-up
Anti Human,Colombia,Black/Death Metal,Active
Anti Life,Brazil,Raw Black Metal,Active
Anti Science Contract,Germany,Progressive Metal,Active
Anti Social Behaviour Order,United Kingdom,Grindcore,Split-up
Anti Tank Nun,Poland,Heavy Metal,Active
Anti-Ben,United States,Experimental Death/Thrash Metal,Active
Anti-Chord,Norway,Thrash Metal,Split-up
Anti-Christian Assault,Sweden,Black Metal,Unknown
Anti-Dote,Serbia,Thrash Metal,Split-up
Anti-Fashion,United Kingdom,Thrash Metal,Changed name
Anti-Flesh,Greece,Black Metal,Active
Anti-Freeze,Canada,Various,Changed name
Anti-God Squad,Brazil,Death Metal,Active
The Anti-Human,United States,Black/Death Metal,Split-up
Anti-Human Thesis,United States,Black Metal,Active
Anti-Ke,Spain,Thrash Metal,Split-up
Anti-Mortem,United States,Southern Metal,Split-up
Anti-Régimen,Venezuela,Heavy/Thrash Metal,Changed name
Anti-Society,Mexico,Black Metal,Active
Anti-Systematic,Sweden,Gothic/Industrial Metal,Split-up
Anti...,Poland,Black Metal,Active
Antibiotica666,Netherlands,Death/Thrash Metal,Active
Antibióticos,Argentina,Black Metal,On hold
Antibody,Canada,Sludge/Doom Metal,Active
Antibody,Sweden,Progressive Metal,Split-up
Antibreed,United Kingdom,Thrash Metal/Crossover,Split-up
Antic,United States,Thrash Metal,Split-up
Antica Arcana,United States,Experimental Black Metal,Active
Anticed,Spain,Thrash Metal,Active
Antichrisis,Germany,Melodic Gothic/Black/Folk Metal (early) Medieval Gothic Rock/Folk (later),Active
Antichrist,United Kingdom,"Speed/Thrash Metal, Hardcore/Crossover",Split-up
Antichrist,Peru,Doom/Death Metal,Active
Antichrist,Sweden,Thrash Metal,Active
Antichrist,Australia,Black Metal,Split-up
Antichrist,Germany,Black/Heavy Metal,Active
Antichrist,Hungary,Black/Thrash Metal,Split-up
Antichrist,Germany,Black Metal,Split-up
Antichrist,Canada,Black/Death Metal,Active
Antichrist Dominius,Brazil,Black Metal,Active
Antichrist Hooligans,Brazil,Thrash Metal/Punk,Active
The Antichrist Imperium,United Kingdom,Progressive Black/Death Metal,Active
Antichrist Terrorist,Czech Republic,Black Metal,Split-up
Antichristian Kommando,Switzerland,Black Metal,Active
Antichristian War,Ecuador,Black Metal,Active
Antichthon,Portugal,Black Metal,Active
Anticipate,Poland,Death Metal/Grindcore,Active
Anticipation,Germany,Death Metal,Split-up
Anticipation,Germany,Thrash Metal/Hardcore,Split-up
Anticlerical,Spain,Grindcore,Split-up
Anticlimax,United Kingdom,Doom Metal/Crust,Split-up
Anticlockwise,Italy,Progressive Metal,Active
Anticonforme,Colombia,Thrash Metal/Crossover,Active
AntiCorpse,France,Black/Thrash/Death Metal,Split-up
Anticosm,United States,Black/Thrash Metal,Active
Anticristo,Chile,"Black Metal (early), Black/Death Metal (later)",Active
Anticristo,Mexico,Death Metal,Split-up
Anticulture,United States,Thrash Metal/Crossover,Unknown
Antidemon,Brazil,Death Metal/Grindcore,Active
Antidepressive Delivery,Norway,Progressive Metal,Split-up
Antidiocese,United States,Experimental Black Metal,Active
Antidogma,Russia,Black Metal,Split-up
Antidogmatic,Belarus,Thrash/Black Metal,Split-up
Antidote,Finland,Thrash/Speed Metal,Split-up
Antídoto,Spain,Heavy Metal,Split-up
Antietam 1862,United States,Black Metal,Split-up
Antifil,Argentina,Thrash Metal,Active
AntiFlesh,Poland,Black Metal,Active
Antifreeze,Germany,Progressive Metal,Active
Antigal,Argentina,Heavy/Thrash Metal,Active
Antigama,Poland,Death Metal/Grindcore,Active
Antigen 2010,Germany,Black/Doom Metal,Split-up
Antiglare,United States,Symphonic/Power Metal,Unknown
Antigod,Czech Republic,Death/Thrash Metal,Active
Antigona,Argentina,Progressive Heavy Metal,Active
Antigonė,Lithuania,Symphonic Black Metal,Split-up
Antigone,United Kingdom,Black Metal,Split-up
Antiht,Thailand,Melodic Death Metal/Metalcore,Split-up
Antihuman,Germany,Death/Black Metal,Split-up
Antikathera,Canada,Technical/Progressive Death Metal,Split-up
Antiklerical,Switzerland,Black Metal,Split-up
Antikriist,Canada,Black Metal,Split-up
Antikrist Kommand,Italy,Black/Speed Metal,Active
Antikristo,Colombia,Black/Speed Metal,Active
Antikythera,United States,Melodic Death Metal,Active
Antikythera,United States,Doom Metal,Split-up
The Antikythera Mechanism,United States,Progressive Metal,Changed name
Antileben,Canada,Black Metal,Active
Antilife,France,Depressive Black Metal,Active
Antilles,Germany,Thrash Metal,Active
Antilord,Germany,Black/Death Metal,Split-up
Antim Grahan,Nepal,"Symphonic Black Metal (early), Black/Death Metal/Grindcore (later)",Active
Antimateria,Finland,Black Metal,Active
Antimelodix,Russia,Black Metal/Crust Punk,Active
Antimon,Germany,Thrash Metal,Split-up
Antimonium,France,Thrash Metal,Split-up
Antinomian,International,Black Metal,Active
Antinomus,Netherlands,"Black Metal (early), Industrial/Ambient (later)",Split-up
Antinomy,Italy,Avant-garde Gothic Metal,Active
Antinomys,France,Power Metal,Active
Antioch,Canada,Heavy Metal,Active
Antioch,United Kingdom,Black Metal,Split-up
Antioch,United States,Heavy Metal,Split-up
The Antioch Antioxidant Accident,United States,Experimental Melodic Death/Thrash Metal,Active
Antiparasitär,Germany,Black Metal,Split-up
Antipathy,United States,Death Metal,Active
Antipeewee,Germany,Thrash Metal,Active
Antiphrasis,Germany,Black Metal,Split-up
Antípoda,Colombia,"Thrash Metal (early), Progressive Metal (later)",Active
Antipop,Indonesia,Death Metal/Grindcore,Active
Antipope,Finland,"Progressive Black Metal (early), Progressive/Gothic/Industrial Metal (later)",Active
The Antiprism,United States,Black/Thrash/Doom Metal,Split-up
The Antiproduct,Austria,Melodic Death Metal,Split-up
Antiqua,Mexico,Melodic Death/Doom Metal,Split-up
Antiquarium,Mexico,Death Metal,Split-up
Antique Doll,Japan,Power/Thrash Metal,Split-up
Antiquus,Canada,Power/Progressive Metal,Active
Antiquus,Poland,Industrial Black/Death Metal,Changed name
Antiquus,Mexico,Black/Doom Metal with Power Metal influences,Active
Antiquus Infestus,Italy,Black/Death Metal,Active
Antiquus Scriptum,Portugal,Black/Viking Metal,Active
Antira,Belgium,Black Metal,Changed name
Antisacrum,Russia,Dark/Black Metal,Split-up
Antisemitex,Poland,Death Metal,Active
Antisilence,Turkey,Death/Thrash Metal,Split-up
Antisistema,Brazil,Heavy Metal,Split-up
Antisma,United States,Death Metal,Split-up
Antisocial,Slovakia,Thrash/Death Metal,Split-up
Antisocial,Thailand,Death Metal,Split-up
Antítese,Brazil,Thrash/Death Metal,Split-up
Antitheist,United States,Melodic Black Metal,Split-up
Antitheos,France,Black Metal,Split-up
Antithese,Japan,Heavy Metal,Unknown
Antithesis,United States,Power/Thrash/Progressive Metal,On hold
Antithesis,France,Industrial Black Metal,Split-up
Antithesis,Poland,Death/Black Metal,Active
Antithesis,United States,Heavy/Groove Metal,Unknown
Antithesis,Indonesia,Technical Death Metal,Active
Antithesis,Chile,Funeral Doom/Death Metal,Split-up
Antitoxin,Germany,Crossover,Split-up
Antitrust,United States,Heavy/Thrash Metal,Active
Antivenom,International,Black Metal,Unknown
Antiverse,United States,Death/Thrash Metal,Active
Antiversum,Switzerland,Black/Death Metal,Active
Antivirus,Indonesia,Technical Death Metal,Active
AntiVoid,Portugal,Death Metal,Active
Antix,Canada,Heavy Metal,Split-up
Antiyou,Netherlands,Black Metal,Unknown
Antizen,Czech Republic,Groove/Death Metal,Active
Antlers,Germany,Atmospheric Black Metal,Active
Antlers as Roots,United States,Atmospheric Black Metal,On hold
Antologi,Singapore,Heavy/Thrash Metal,Active
Antologija,Serbia,Heavy Metal/Hard Rock,Active
Anton,Mexico,Death Metal,Active
Anton Johansson's Galahad Suite,Sweden,Progressive/Power Metal,Active
Antonamasia,Australia,Melodic/Gothic Metal,Active
Antonello Giliberto,Italy,Neoclassical Power Metal,Active
Antonio Pantano,Italy,Symphonic/Progressive Power Metal,Active
Antracit,Czech Republic,Thrash Metal,Split-up
Antraks,Indonesia,Brutal Death/Groove Metal,Active
Antro,Spain,Heavy/Speed Metal,Changed name
Antro,Costa Rica,Death Metal/Grindcore,Active
Antro,Brazil,Heavy/Stoner Metal,Split-up
Antrochaotic,Brazil,Death Metal,Active
Antrodemus,Indonesia,Death Metal,Active
Antroforce,Brazil,Thrash Metal,Active
Antrophist,Germany,"Thrash Metal (early), Hard Rock/Heavy Metal (later)",Split-up
Antropofagia,Brazil,Death Metal/Grindcore,Active
Antropofagia,Colombia,Thrash Metal,Active
Antropofago,France,Brutal Death Metal,Active
Antropofagus,Italy,Brutal Death Metal,Active
Antropofectus,Brazil,Death/Black Metal,Active
Antropoid,Slovakia,Thrash Metal,Unknown
Antropomorfia,Spain,Death Metal,Split-up
Antropomorphia,Netherlands,Death Metal,Active
Antropophagus,Germany,Black Metal,Active
Antropophobia,Russia,Atmospheric Black/Doom Metal,Active
Antropophobia,Spain,"Avant-garde Death Metal (early), Avant-garde/Progressive Rock (later)",Split-up
Antropox,United States,Thrash Metal,Active
Antrum,Argentina,Death Metal,Active
Antrum,Poland,Death Metal,Split-up
Antrum,Italy,Black Metal,Split-up
Antrum Mortis,France,Symphonic Black Metal,Active
Antü Fucha,Chile,Pagan Black Metal,Active
Antubel,Spain,Funeral Doom Metal,Changed name
Antylife,Peru,Depressive Black Metal,Active
Antyra,Germany,Melodic Heavy/Thrash Metal,Active
Anu,United States,Black Metal,Split-up
Anubi,Lithuania,Avant-garde Black/Folk Metal,Split-up
Anubi's Curse,Italy,Melodic Heavy Metal,Active
Anubi's Servants,Italy,Thrash Metal,Active
Anubis,Hungary,Black/Thrash Metal,Split-up
Anubis,Sweden,Death Metal,Split-up
Anubis,United Kingdom,Death/Black Metal,Changed name
Anubis,Poland,Black Metal,On hold
Anubis,Bolivia,Black Metal,Active
Anubis,Germany,Gothic Metal,Split-up
Anubis,Germany,Thrash Metal,Split-up
Anubis,Netherlands,Thrash Metal,Split-up
Anubis,Germany,Melodic Death Metal,Changed name
Anübis,Spain,Heavy Metal,Active
Anubis,Brazil,Thrash Metal,Active
Anubis Gate,Denmark,Progressive/Power Metal,Active
Anubis Gates,Italy,Symphonic Black Metal,Unknown
Anubis Rising,United States,Sludge Metal/Metalcore,Split-up
Anubis Unbound,United States,Metalcore/Thrash/Groove Metal,Unknown
Anubiz,Germany,Gothic Metal,Active
Anublar Cetro,Argentina,Progressive Metal,Unknown
Anubyss,United States,Progressive Metal,Unknown
Anuclypse,New Zealand,Thrash Metal,Active
Anudu,Germany,Power/Heavy Metal,Active
Anueta,Indonesia,Gothic Metal,Active
Anung Un Rama,Australia,Black Metal,Active
The Anunnaki,United States,Psychedelic/Experimental/Sludge Metal,Active
Anunnaki,Brazil,Black Metal/Grindcore,Active
Anuryzm,Lebanon,Power/Progressive Metal,Active
Anüs,Sweden,Brutal Death Metal/Goregrind,Active
Anus Brigade,Germany,Goregrind,Unknown
Anus Coitus,Indonesia,Death Metal/Grindcore,Split-up
Anus de Satanus,Philippines,Death Metal/Grindcore,Unknown
Anus Magulo,Poland,Grindcore/Death Metal,Active
Anus Mundi,France,Black Metal,Active
Anus Praeter,Germany,Death/Thrash Metal,Changed name
Anus Tumor,Germany,Death Metal/Goregrind,Active
Anuus Altaar,United States,Black Metal/Noise,Changed name
Anvil,Canada,Heavy/Power Metal,Active
Anvil Bitch,United States,Thrash Metal,Active
Anvil Chorus,United States,Heavy Metal,Active
Anvil of Doom,Spain,Melodic Death Metal,Active
Anvil ov Qliphoth,Russia,Black Metal,Active
AnVision,Poland,Progressive Rock/Metal,Active
Anwar,Germany,Black Metal,Active
Anwar,Netherlands,Heavy Metal,Split-up
Anwariad,Australia,Pagan Folk Black Metal,Split-up
Anwech,Italy,Black Metal,Active
Anweld,Poland,Black Metal,Split-up
Anwyl,United States,Black/Death Metal,Split-up
Anwynn,Belgium,Symphonic/Progressive Metal,Active
Anwynn,France,Black Metal,Unknown
Anxiety,Netherlands,Melodic Death/Thrash Metal,Split-up
Anxiety,Finland,Doom/Death Metal,Split-up
Anxiety,Germany,Thrash Metal,Split-up
Anxiety,Switzerland,Death Metal,Active
Anxiety,Greece,Power/Heavy Metal,Split-up
Anxiety,Czech Republic,"Power/Thrash (early), Heavy Metal/Hard Rock (later)",Active
Anxiety,United States,Death/Doom Metal,Active
Anxiety,Finland,Black Metal,Split-up
Anxiety Disorder,Romania,Black Metal,Active
The Anxiety Effect,United States,Groove Metal,Active
Anxifer,France,Epic Black/Death Metal,On hold
Anxious,Argentina,Melodic Death Metal,Active
Anxious Death,Finland,Raw Black/Death Metal,Split-up
Anxius,Hungary,Thrash Metal,Active
AnXpm,United Kingdom,Black Metal,Split-up
Any Face,Italy,Technical Death Metal,Split-up
Any Last Words,Australia,Groove Metal/Metalcore,Unknown
Anyway,France,Heavy Metal,Split-up
Anywhere,Spain,Heavy/Power Metal,Active
Anzeray,Spain,Power/Heavy Metal,Changed name
Anzio Bridgehead,United States,Thrash/Progressive Metal,Split-up
Anzud,Ukraine,Melodic Black Metal,Split-up
Aodon,France,Atmospheric Black Metal,Active
Aohen,Taiwan,"Neofolk (early), Doom/Death Metal (later)",Active
Aokigahara,United States,Black Metal,Active
Aone,France,Progressive Metal,Split-up
Aonia,United Kingdom,Symphonic Power/Gothic Metal,Active
Aonikenk,Argentina,Speed Metal,Active
Aoora,Serbia,Thrash Metal,Unknown
Aorlhac,France,Black Metal,Active
Aornos,Hungary,Black Metal,Active
Aorta,United Kingdom,Deathcore,Split-up
Aorta,Germany,"Thrash Metal, Grindcore",Active
Aorta,Finland,Black/Doom Metal,Active
Aorta,Colombia,Black Metal,Active
Aorta,Argentina,Melodic Heavy Metal,Split-up
Aorta,Croatia,Heavy Metal,Unknown
Aortic Dilatation,Spain,Goregrind,Split-up
Aortic Dissection,United Kingdom,Deathcore,Split-up
Aortic Regurgitation,China,Thrash Metal,Active
Aortix,United States,Death Metal,Split-up
Aosoth,France,Black Metal,Active
AOV,Finland,Groove/Thrash Metal,Split-up
Apa Simbetii,Romania,Black/Death Metal,Split-up
The Apache Revolver,United States,Post-Black Metal/Rock,Active
Apaculus,United States,Black Metal,Active
Apagoge,Italy,Power Metal,Active
Apallic,Germany,Progressive Death Metal,Active
Apanthropia,France,Doom/Black/Gothic Metal,Active
Aparagonis,Malaysia,Death Metal/Grindcore,Unknown
Aparathus,Germany,Death Metal,Active
Aparthate,Ukraine,"Pagan/Thrash Metal, RAC",Active
Apartheide,Russia,Oi!/Black Metal,Split-up
Apartman 69,Serbia,Hard Rock/Heavy Metal,Changed name
Apathemy,United States,Metalcore/Melodic Death Metal,Split-up
Apathetic,Australia,Funeral Doom Metal,Active
Apathetic,Turkey,Thrash/Death Metal,Active
Apathetic Child,Germany,Thrash Metal,Split-up
Apathetic Discharge,United States,Progressive Death Metal,Split-up
Apathia,Italy,Black Metal,Active
Apathie,Germany,Black Metal,Active
Apathos,Italy,Black Metal,Active
Apathy,United States,Thrash Metal,Split-up
Apathy,United Kingdom,Death Metal,Split-up
Apathy,United States,Black Metal,Active
Apathy,Portugal,Heavy/Power Metal,Split-up
Apathy,United States,Stoner/Death Metal,On hold
Apathy,Sweden,Death/Thrash Metal,Changed name
Apathy,United States,Thrash Metal,Active
Apathy Arising,United States,Thrash/Death Metal/Hardcore,Split-up
Apathy Noir,Sweden,Death/Progressive/Doom Metal,Active
Apati,Sweden,Black Metal/Depressive Rock,Split-up
APB,United Kingdom,Hard Rock/Heavy Metal,Split-up
Ape,Germany,Melodic Heavy Metal,Split-up
Ape,Canada,Heavy/Groove Metal,Active
Ape Cave,United States,Psychedelic Stoner/Sludge/Doom Metal,Active
Ape to God,Poland,Groove/Death Metal,Active
Ape X and the Neanderthal Death Squad,Brazil,Groove/Thrash Metal,Active
Aped,United States,Heavy/Speed Metal,Active
Apega,Germany,Black Metal,Active
Apehanger,United States,Doom/Sludge Metal,Active
Apeiron,Ukraine,Doom/Death Metal,Split-up
Apeiron,Brazil,Progressive Metal/Rock,Active
Apeiron,Honduras,Heavy/Power Metal,Active
Apeiron,Colombia,Death Metal,Changed name
Apeiron,Italy,Melodic Death Metal,Active
Apeiron Restraint,Norway,Progressive Metal,On hold
Apeirons,Italy,Progressive/Heavy Metal,Unknown
Aperient,Denmark,Thrash Metal,Unknown
Aperion,Slovenia,Symphonic Gothic Metal,Split-up
Apes of God,El Salvador,Thrash/Death Metal,Active
Apes with Hobbies,United Kingdom,"Progressive Metal, Ambient/Electronica",Active
Apex,Finland,Thrash Metal,Active
Apex,United States,Death Metal,Split-up
Apex,United Kingdom,Thrash Metal,Unknown
Apex Null,Australia,Death/Thrash Metal,Unknown
Apey and the Pea,Hungary,Stoner/Doom Metal,Active
Apeyron,Brazil,Heavy/Doom/Progressive Metal,Active
Aphangak,Colombia,Melodic Black/Gothic Metal,Active
Aphasia,Bulgaria,Progressive Metal,Split-up
Aphasia,Australia,Black Metal,Changed name
Aphasia,Japan,Melodic Heavy Metal/Hard Rock,Active
Aphasia,Canada,Death/Black Metal,Split-up
Aphasia,United States,Progressive Metal,Split-up
Apheiron,Poland,Black Metal,Split-up
The Aphelion,United States,Melodic Black Metal,Active
Aphelion,Turkey,Progressive/Power Metal,Split-up
Aphelion,United States,Black/Death Metal,Split-up
Aphelion,France,Death Metal,Split-up
Aphelion,Germany,Death Metal,Split-up
Aphelion,Italy,Technical/Progressive Rock/Metal,Active
Aphelion,Singapore,Progressive Metal,Split-up
Aphelion Aphrodites,Portugal,Melodic Doom/Gothic Metal,Active
Aphelium,Venezuela,Symphonic Power Metal,Active
Aphelon,New Zealand,Black/Death Metal,Split-up
Apherial,United States,Black/Death Metal,Split-up
Aphis,Austria,Melodic Doom/Death Metal,Split-up
Aphob,France,Death Metal,Split-up
Aphonic,Italy,Thrash Metal,Split-up
Aphonic Threnody,International,Funeral Doom/Death Metal,Active
Aphoom Zhah,Belarus,Black Metal,Active
Aphorism,Brazil,Black/Death Metal,Active
Aphoristic Style,Germany,Death Metal,Split-up
Aphornon,United States,Black Metal,On hold
Aphotic,United States,Death Metal,On hold
Aphotic,United States,Death/Doom Metal,Split-up
Aphotic Dawn,Australia,Technical Death Metal,Split-up
Aphotic Excess,Austria,Blackened Melodic Death Metal,Split-up
Aphotic Region,Russia,Black Metal,Unknown
Aphranya,Slovakia,Atmospheric Death Metal,Unknown
Aphrenety,Germany,Death/Thrash/Groove Metal,Active
Aphrenous,United States,Black Metal/Ambient,Active
Aphrodisiac,Norway,Noise/Dark Ambient,Split-up
Aphses,Mexico,Death Metal/Grindcore,Active
Aphylon,Guatemala,Power Metal,Active
Aphyxion,Denmark,Melodic Death Metal,Active
Apiary of Confusion,Poland,Heavy Metal,Changed name
Apis,Poland,Black Metal,Split-up
Aplanadora,Uruguay,Heavy/Doom Metal,Active
Apnea,New Zealand,Post-Black Metal/Shoegaze,Active
Apnea,United States,Death Metal,Active
Apneica,Italy,Sludge/Post-Metal,Active
Apneuma,Uruguay,Progressive Death/Thrash Metal,Active
Apnia,United Kingdom,Melodic Gothic Metal,Unknown
Apoc Death,United States,Death Metal,Split-up
Apocalips,Romania,Melodic Thrash Metal,Active
Apocalipsa,Czech Republic,Death Metal/Grindcore,Split-up
Apocalipse Now,Brazil,Power Metal,Split-up
Apocalipse Prophecy,Brazil,Heavy/Power Metal,Split-up
Apocalipsis,Argentina,Heavy Metal,Active
Apocalipsis,Mexico,Heavy/Speed/Power Metal,Split-up
Apocalipsis,Spain,"Heavy Metal (early), Funk Hard Rock (later)",Split-up
Apocalipsis,Spain,Raw Black Metal,Split-up
Apocalipsis Antro,Colombia,Thrash Metal/Crossover,Split-up
Apocaliptic,Romania,Melodic Death Metal,Active
Apocalypse,United Kingdom,"Heavy Metal, NWOBHM",Active
Apocalypse,United States,Heavy/Progressive Metal,Split-up
Apocalypse,United Kingdom,Heavy Metal,Split-up
Apocalypse,United States,Black Metal/Ambient,Split-up
Apocalypse,Bosnia and Herzegovina,Heavy/Power Metal,Split-up
Apocalypse,United States,Thrash Metal,Split-up
Apocalypse,United Kingdom,Power/Thrash Metal,Split-up
Apocalypse,United States,Doom Metal/Grindcore/Crust,Active
Apocalypse,Switzerland,Speed/Thrash Metal,Split-up
Apocalypse,Denmark,Heavy Metal,Changed name
Apocalypse,Japan,Melodic Death Metal,Active
Apocalypse,Brazil,Thrash Metal,Split-up
Apocalypse,United States,Thrash Metal,Split-up
Apocalypse,Philippines,Brutal Death Metal/Grindcore,Split-up
Apocalypse Command,United States,Black/Death Metal,Split-up
Apocalypse Cult,Finland,Stoner/Doom Metal,Active
Apocalypse Grind,Indonesia,Brutal Death Metal,Active
Apocalypse Mallard,United Kingdom,Progressive Death Metal,Active
Apocalypse Now,United States,Black Metal,Changed name
Apocalypse Now,France,Thrash Metal/Hardcore,Unknown
Apocalypse Orchestra,Sweden,Folk/Doom Metal,Active
Apocalypse Survivors,Belgium,Atmospheric Death Metal,Split-up
Apocalypse Warhead,Finland,Death Metal,Active
Apocalypse Woman,Italy,Doom/Gothic Metal,Split-up
ApocalypseHead,United States,Death Metal,Active
Apocalypsis,Canada,Death Metal,Split-up
Apocalypta,Canada,Melodic Death/Power Metal,Changed name
Apocalyptic,Poland,Doom/Heavy Metal,Split-up
Apocalyptic,Russia,Black Metal,Split-up
Apocalyptic,Poland,Death Metal,Split-up
Apocalyptic,Spain,Death Metal,Split-up
Apocalyptic Agony,Canada,Drone/Doom Metal,Split-up
Apocalyptic Christ,United States,Thrash/Death Metal/Grindcore,Active
Apocalyptic Clash,Germany,Thrash Metal,Changed name
Apocalyptic Domination,Chile,Death Metal,Split-up
Apocalyptic Fear,Canada,Death Metal,Split-up
Apocalyptic Fire,Germany,Black Metal,Active
The Apocalyptic Fist of the Black Death,United States,Progressive Metalcore,Active
Apocalyptic Horror,United States,Death Metal,Active
Apocalyptic Salvation,Italy,Thrash/Death Metal,Active
Apocalyptic Session,United States,Black/Thrash Metal,Active
The Apocalyptic Sign,Portugal,Black Metal,Active
Apocalyptic Slaughter,Poland,Black Metal,Split-up
Apocalyptic Slave,Japan,Black Metal,Unknown
Apocalyptic Visions,United States,Death Metal,Split-up
Apocalyptica,Finland,Symphonic Heavy Metal/Rock,Active
Apocalypze,Germany,Death/Black Metal,Unknown
Apocalyst,Sweden,Melodic Death/Black Metal,Split-up
Apochryphal Revelation,United States,Black Metal,Active
Apoclibbon Doshol,Spain,Black Metal,Active
Apocrafyx,United States,Death Metal,Split-up
Apôcrifa,Spain,Progressive Power Metal,Active
Apocrifo,Brazil,Thrash Metal,Active
Apócrifus,Brazil,Black Metal,Split-up
Apocrophex,United States,Technical Death Metal,Active
